"sample","score_1","score_2","score_3","score_4"
"HG01699","-39.64667719078716","23.81036134925671","-0.8403453691862524","-16.331179295200855"
"HG01700","-37.17273712181486","23.89505051355809","-0.023650294402614236","-4.080384562839754"
"HG01702","-39.70185722457245","25.472838510759175","0.62931316671893","-11.156432426883839"
"HG01704","-32.7834503503982","22.082768748980016","2.7373926979489625","-7.67665294604376"
"HG01705","-46.19307308178395","22.257619559764862","-0.06801342219114304","-10.781885519507341"
"HG01707","-41.51534450938925","18.06536897388287","2.3332694112323225","-7.390099168987945"
"HG01708","-37.96819950873032","22.856499210000038","3.852127032354474","-5.650958660640754"
"HG01709","-32.19824551662896","19.324895235709846","4.467103423783556","-3.2422724689822644"
"HG01710","-30.101178874494508","11.247743153595366","-1.6650068112649024","-6.289201264502481"
"HG01746","-35.5520033640787","24.80461088893935","7.186912577366456","1.3104510967386886"
"HG01747","-38.695968626998365","19.97836917452514","-3.65569489041809","-2.0266559234587476"
"HG01756","-29.290487013058737","17.966804509051144","9.274043086683378","0.6824599466053769"
"HG01757","-47.643017800292","25.819287428283133","-6.482307152240537","5.940695650409907"
"HG01761","-40.90259732818231","20.2032526016701","9.414601304684766","-2.398757668095641"
"HG01762","-34.29040922189597","23.654500482603908","-0.8564238524995744","-7.329037359217182"
"HG01765","-34.36687617388088","27.038576304214075","3.8728593862615526","0.6454404413234442"
"HG01766","-41.82542832638137","23.446297413203865","7.382288652239367","-5.716633511590771"
"HG01767","-40.519627946196124","21.3278063419275","-2.1496417040470988","-0.27253241383004934"
"HG01768","-41.45057159732096","20.707028803415596","7.0822446417296305","-12.868334884289652"
"HG01770","-31.99201645050198","25.037250767461956","1.727891236077994","7.30254168738611"
"HG01771","-39.59041946649086","18.746810748474672","6.89488962572068","-2.13880791189149"
"HG01773","-41.70256723021157","20.92985733016394","1.6987077062949538","-7.479629908455536"
"HG01775","-41.91929000709206","28.654217446804978","1.8496236900100484","-6.399545283522457"
"HG01776","-40.922175268409774","28.30077368929051","0.471637181006372","-7.126014268375002"
"HG01777","-38.146099416771904","20.138723962474614","3.304772046394646","6.6979721176903695"
"HG01779","-39.45238684548531","23.346323170000687","-1.517339603160508","5.469172108918428"
"HG01781","-32.807230584090576","23.828130576992407","7.887267119484022","-17.474778459290974"
"HG01783","-44.63702315825503","27.632390606217086","10.648854703875259","-8.955490569933318"
"HG01784","-41.00070675089955","18.939184508519247","1.6808414252009243","-1.7763883079169318"
"HG01785","-36.08789051976055","20.742861841106787","5.049956805654801","-8.423148716799915"
"HG01786","-38.27126031857915","23.82040907931514","3.2733125453814864","-10.421960034174845"
"HG01789","-42.994340363075025","21.5036278963089","8.874776664888486","3.5207474818453193"
"HG01790","-36.01062632026151","19.44846680155024","4.587584866327234","-14.29133805714082"
"HG01791","-38.44428191764746","22.653007864952087","5.868222055956721","-3.1021985402330756"
"HG01794","-42.75460141361691","17.85253112623468","2.8251057086745277","-8.949404278537259"
"HG01795","-45.68841564969625","29.004056453704834","13.96760252630338","-9.23663906310685"
"HG01796","-38.07180515723303","20.397173148114234","9.884361861040816","-1.0959011467639357"
"HG01797","-45.84262731624767","22.42108937469311","3.4387919186847284","-4.320122274919413"
"HG01798","-48.031655993894674","18.53816306591034","0.49259545374661684","-1.9909891850547865"
"HG01799","-38.13247716170736","20.276928754523396","8.014996086945757","-3.450113132596016"
"HG01800","-42.886354693444446","20.67516680667177","10.87563309026882","3.468804544885643"
"HG01801","-45.28107244055718","24.275191282620654","14.035439632134512","-4.629243779578246"
"HG01802","-45.67683481355198","23.629183273296803","1.3425324071431533","-13.150084011955187"
"HG01804","-43.451464514713734","18.620231174398214","8.479795478051528","1.8143238232005388"
"HG01805","-44.05200730403885","21.84912500344217","1.750668222666718","-5.1087838262319565"
"HG01806","-44.23978334618732","24.479901527054608","6.367205543094315","-6.498111308901571"
"HG01807","-43.36077920754906","23.091247169999406","4.089597831480205","-4.834218826959841"
"HG01808","-43.49182717897929","19.428790166741237","5.306495216675103","3.1745894867926836"
"HG01809","-38.198643665993586","21.11251732078381","1.835978213697672","10.316796323400922"
"HG01810","-41.00378299201839","20.913400292396545","10.85004046978429","1.229914121213369"
"HG01811","-38.84526189765893","18.280992455082014","9.04350606794469","3.166843027691357"
"HG01812","-34.12280243693385","26.47767779417336","6.124997919076122","-2.5736512852599844"
"HG01813","-42.00020520109683","21.742474293801934","-0.13121205975767225","6.249196047196165"
"HG01815","-49.6866385305766","21.883251634426415","12.911729628569447","-6.228841357165948"
"HG01816","-43.75546798994765","25.56020411220379","0.8357262794161215","-9.842626775614917"
"HG01817","-48.27652215352282","21.036393557442352","8.66312950477004","-16.8613346015336"
"HG01840","-48.11530732025858","24.56236070767045","8.070857686107047","3.3796234467299655"
"HG01841","-37.23321711120661","21.790145984850824","13.69317871471867","-8.259566698572598"
"HG01842","-40.24647371005267","24.73900604248047","2.7746868365211412","-21.554958342341706"
"HG01843","-42.624213111703284","23.384048628155142","-3.252621706807986","3.4852722759824246"
"HG01844","-54.039094260311686","21.569369098637253","1.317393182311207","-3.041383917676285"
"HG01845","-42.04801730543841","20.60848832130432","6.411740796873346","5.075215180171654"
"HG01846","-43.780370915541425","22.839909448404796","7.409809353761375","-9.751715169288218"
"HG01847","-44.200274751055986","21.23126251460053","-7.610715810209513","-7.697598444996402"
"HG01848","-35.69948242721148","21.655613514361903","2.9645664402050897","2.325012848014012"
"HG01849","-49.372373351827264","18.387686668429524","6.683365793549456","-11.06519393157214"
"HG01850","-38.23949665320106","24.76260817050934","2.6524215574609116","-6.834867949131876"
"HG01851","-42.64579562400468","26.422573688905686","2.9756612677592784","-0.07243519299663603"
"HG01852","-36.44560473179445","22.083728070370853","3.0392257135827094","-2.006051936885342"
"HG01853","-43.15553817246109","20.792001272086054","2.6348817779216915","-2.982853201101534"
"HG01855","-43.34202186949551","18.899974138941616","6.604561300599016","14.384804570814595"
"HG01857","-39.64943652693182","22.895945868920535","11.74483672331553","-1.8437028514454141"
"HG01858","-38.245753950672224","25.756593313300982","3.3812701182905585","-1.3460936198243871"
"HG01859","-43.752585187437944","19.25892423163168","3.496070858906023","0.2758356254780665"
"HG01860","-38.185301126912236","23.34564820374362","7.7584002774674445","1.2617645700229332"
"HG01861","-42.56630780710839","19.96960130520165","6.397909329389222","-1.4450185939203948"
"HG01862","-47.59991066006478","19.788197403308004","1.380852400441654","0.8757981843082234"
"HG01863","-32.06606830051169","21.480315872700885","6.766299091395922","3.962161323754117"
"HG01864","-45.885510206688195","22.011757573578507","-1.5895600732183084","-0.2957350898068398"
"HG01865","-46.99355770624243","23.889731833711267","2.4877059711143374","-10.424905625986867"
"HG01866","-33.60270879685413","22.062082062941045","3.4410697639686987","-9.770956987631507"
"HG01867","-34.09555096551776","22.63757574558258","4.3769315062090755","-4.5748402391327545"
"HG01868","-42.825525926658884","27.423204039921984","2.6283464721636847","-13.562277257209644"
"HG01869","-38.71949279529508","21.692418174818158","-1.6758285369724035","1.933318848372437"
"HG01870","-43.503103212220594","22.86282198992558","9.30356398364529","-8.152437947923318"
"HG01871","-43.402765637263656","25.392375552328303","11.630843907711096","-2.9272540423553437"
"HG01872","-48.82450736081228","27.011660680407658","5.5519000524654984","-6.946108989417553"
"HG01873","-42.509228106122464","27.211036196909845","6.677867031772621","-7.359895591274835"
"HG01874","-41.09375684638508","23.414767640875652","5.14192752353847","-3.3205734151415527"
"HG01878","-39.59669407538604","16.330362216802314","-1.2135359746171162","-16.48894373595249"
"HG01879","-31.98698151553981","19.712491124868393","4.5002586205955595","-0.8574671011883765"
"HG01880","-46.262230867752805","18.034591373521835","8.296192601090297","-0.9309100392274559"
"HG01882","-32.045183418667875","24.323115527629852","3.648839680128731","6.39285941014532"
"HG01883","-33.05834702134598","25.36226534843445","6.260786631144583","5.547671234817244"
"HG01885","-33.25901731196791","24.02418069075793","-7.071791360620409","8.467738313018344"
"HG01886","-33.926563593093306","26.63690494466573","3.6458180511835963","-7.9486218836391345"
"HG01889","-39.32330477936193","23.286691891029477","5.365306770429015","13.685790090821683"
"HG01890","-42.710723035619594","26.437078392133117","2.804145905538462","-6.625725080142729"
"HG01892","-45.57107690325938","19.248272937955335","1.515127825550735","4.855220233905129"
"HG01893","-40.23890146519989","18.258122669300064","-3.288029987597838","-2.215769270551391"
"HG01894","-40.59265712520573","26.162186869652942","5.393759214086458","7.443488490069285"
"HG01896","-44.455490067601204","22.314436726272106","8.794459694297984","1.7102238020161167"
"HG01912","-28.853690060670488","23.69342757295817","-4.535743705229834","2.264027687255293"
"HG01914","-33.11676536104642","22.031245712190866","2.3360710501438007","5.1835255606565624"
"HG01915","-32.70097319944762","29.160364031791687","7.045463329879567","-3.0845456344541162"
"HG01917","-39.383313367608935","24.844653129577637","3.810743168462068","8.285580710275099"
"HG01918","-45.63713714852929","22.745178907876834","12.33370439184364","-0.6586121707223356"
"HG01920","-49.7611449228134","23.78629827592522","2.788806600845419","8.586244446458295"
"HG01921","-40.70794165786356","22.03617012500763","1.7477771138073877","10.91445916169323"
"HG01923","-50.27058245125227","19.155404578661546","2.1556921073934063","-0.07330990873742849"
"HG01924","-44.431796324206516","24.487544536590576","5.3039727854775265","5.591645844746381"
"HG01926","-42.13004760444164","24.205653387820348","12.256686712382361","5.498899673111737"
"HG01927","-39.571400492219254","18.04538319632411","1.1033026730874553","11.521685352083296"
"HG01932","-32.43715424463153","22.888186804018915","0.7588269830448553","-5.515026831184514"
"HG01933","-44.73631214781199","22.616309108911082","9.222014042548835","6.29038173542358"
"HG01935","-37.98364118114114","22.31567559670657","-1.8167908428004012","-13.489127294742502"
"HG01936","-40.86457954789512","24.15976571640931","2.0985565948067233","6.641395338228904"
"HG01938","-53.01985684456304","23.60887297592126","1.1985153825953603","5.9612697212724015"
"HG01939","-43.336799053591676","24.67764283809811","6.655324205523357","5.1979662424419075"
"HG01941","-42.561235400731675","26.18738996516913","9.810827200068161","10.226868651574478"
"HG01942","-46.115535828168504","21.166794792516157","4.780339944176376","-3.2916169909294695"
"HG01944","-37.51013813132886","22.11643811641261","8.965260066674091","6.554620953276753"
"HG01945","-39.129231123486534","23.92123532295227","3.25294711755123","14.034497990971431"
"HG01947","-40.67667589010671","17.27585601620376","7.938579591107555","-6.274282265454531"
"HG01948","-35.54044244938996","23.743062166962773","4.2634825519053265","19.5338551774621"
"HG01950","-48.1303557571955","19.54332369705662","9.727810210781172","-1.723349735722877"
"HG01951","-45.24754568678327","24.44145260192454","9.904951186850667","5.751529432251118"
"HG01953","-38.676336153177544","19.36365459486842","2.289886298472993","6.413543249946088"
"HG01954","-45.479206974385306","18.639102591667324","0.6750113326124847","2.6056767370318994"
"HG01956","-35.79723580763675","26.749781519174576","3.9557598982937634","-6.461115378187969"
"HG01958","-34.210166046745144","21.074089298956096","4.114014275721274","-0.3933163497131318"
"HG01961","-42.138840874889866","22.98359819687903","5.399979952024296","0.8288465935038403"
"HG01965","-47.93525948608294","22.961236715316772","9.118496669689193","-3.4997279787203297"
"HG01967","-45.93655392900109","23.2575337709859","0.20202106784563512","10.28038535057567"
"HG01968","-48.92794128623791","12.771707809530199","2.731155556277372","6.416499575832859"
"HG01970","-40.97616977477446","25.87061447976157","7.584892496233806","-1.194424271932803"
"HG01971","-43.041631646221504","23.80788812111132","4.140700105694123","-11.577915421803482"
"HG01973","-40.24592661578208","23.992968201637268","7.6025873821927235","3.6451961478451267"
"HG01974","-43.59252202603966","24.848522021668032","14.684864905895665","-0.7361158162821084"
"HG01976","-47.655801532790065","26.716137879993767","2.339591054362245","9.931678973254748"
"HG01977","-47.59485248592682","20.420389285311103","7.411898933118209","-2.4405025526648387"
"HG01979","-43.423012615181506","20.45246870163828","0.7411785307340324","4.697790480102412"
"HG01980","-46.8261211788049","22.47361477278173","5.19876529450994","12.513050679583102"
"HG01982","-32.24396560387686","22.853371110511944","6.568766788812354","0.2454631810542196"
"HG01985","-29.338141357526183","20.720888207666576","-6.3957403876120225","1.1924039302393794"
"HG01986","-37.38506542344112","26.102550446987152","2.5890177860856056","-2.8600746516603976"
"HG01988","-40.05746105662547","27.143274913541973","2.959620483685285","-9.327266306383535"
"HG01989","-33.24592346674763","22.891159607563168","-0.02298112027347088","3.8127368710702285"
"HG01990","-34.249460585648194","23.911065697669983","5.691405496560037","-7.128063051844947"
"HG01991","-44.09121638024226","20.35271167755127","4.81000083044637","1.76739878335502"
"HG01992","-45.05721557396464","21.340214841533452","5.374390520853922","-5.5126974961021915"
"HG01997","-40.639031924074516","28.743786787381396","4.463449627626687","4.2741829411825165"
"HG02002","-43.70996169629507","25.906139116734266","1.8467837118078023","2.0835932553745806"
"HG02003","-46.24790194048546","22.01851933565922","2.4080985577311367","6.350876992451958"
"HG02006","-42.6320567089133","20.510514206485823","7.662498370395042","-4.563824696466327"
"HG02008","-39.02975624403916","24.52500888076611","5.469705774681643","-4.514692791854031"
"HG02009","-36.1009806599468","25.555699825286865","-2.2226015974301845","-4.601415817160159"
"HG02010","-32.70179557648953","15.573179926723242","6.851852636318654","-2.2813937317114323"
"HG02012","-29.477373490459286","21.164243683218956","6.323276659939438","10.869378003408201"
"HG02013","-38.07243761094287","22.347892802208662","3.5734551954083145","-8.763252620934509"
"HG02014","-32.8495612940751","24.680662989616394","0.7263401788659394","-1.5159291526069865"
"HG02016","-48.112735353875905","18.658621661830693","0.28767024213448167","-6.588306738412939"
"HG02017","-44.65718185540754","23.582055901177227","7.872290849452838","-8.485345882945694"
"HG02019","-43.492313554510474","29.58000450814143","5.924632295966148","1.911012451397255"
"HG02020","-47.4376825238578","26.329702973598614","2.3870728006586432","-8.609228283748962"
"HG02023","-39.07539878669195","26.133674001088366","2.6474670828320086","-14.10697533027269"
"HG02025","-45.03982450813055","22.47691953717731","9.533315228763968","-7.850967601058073"
"HG02026","-56.083582303486764","21.682848323136568","8.771326786838472","-6.3029513044748455"
"HG02028","-43.29436366457958","23.951493942411616","9.301105456193909","-1.7211458511883393"
"HG02029","-46.86251936946064","21.840184785425663","0.8947071508737281","-2.790139634627849"
"HG02031","-46.45381679199636","22.694416199577972","7.196061905007809","-5.615304118604399"
"HG02032","-42.53814249811694","22.514405810507014","4.534747051540762","-2.8294777313712984"
"HG02035","-45.70235542557202","22.491843070602044","7.887030560406856","-7.495771049987525"
"HG02040","-44.49028852628544","21.113983631134033","6.573294637957588","-3.955883603775874"
"HG02047","-43.84417315933388","22.436895728111267","8.129329700255767","-19.810196129372343"
"HG02048","-49.5744277255144","25.205246555618942","-4.528882366023026","0.4331755602033809"
"HG02049","-44.84945042710751","25.100297721102834","3.5801369216060266","-7.580972238210961"
"HG02050","-44.39871669712011","24.328139362623915","0.8089178479276597","-10.471863631624728"
"HG02051","-26.477618120261468","26.369861602783203","6.112618756247684","1.0460358400596306"
"HG02052","-34.30188323755283","23.95940849930048","1.6746774106286466","-14.458968372666277"
"HG02053","-37.47572590841446","21.679033170454204","9.463385814568028","-3.848038747208193"
"HG02054","-41.19042220339179","24.86397001054138","5.993057027226314","4.558663837262429"
"HG02057","-34.74886554782279","21.982256641145796","6.178715477581136","-9.639702492626384"
"HG02058","-39.18454429192934","25.709971788804978","4.706552441813983","-0.6489298611413687"
"HG02060","-38.66676535271108","19.023957097204402","2.393841348355636","-1.5486795883625746"
"HG02061","-45.74675045162439","22.49464797996916","1.0348618428688496","-3.1593138261232525"
"HG02064","-36.94457660219632","25.222527439822443","13.449232854880393","-5.86984862620011"
"HG02067","-42.48042490170337","25.408701156266034","4.890462784795091","-5.101408450980671"
"HG02069","-38.48367119987961","21.25673371553421","3.5444830649066716","-0.15937966236378998"
"HG02070","-43.90180649817921","24.238062446238473","-4.191810285788961","-14.578691148664802"
"HG02072","-37.83214933821","22.777030202792957","-1.4355542628327385","0.6033661074470729"
"HG02073","-42.197170899482444","22.72937798500061","3.482416849816218","-9.924588543712161"
"HG02075","-42.388058207696304","25.05993292061612","4.824252678081393","-6.6220983288949355"
"HG02076","-45.13225507445168","20.214428511448205","8.009277347940952","7.608755253953859"
"HG02078","-38.89157074969262","21.97471862193197","5.141048685763963","2.7561556968139485"
"HG02079","-43.30403484683484","28.70115990517661","-4.655287247151136","2.1207608168479055"
"HG02081","-37.82441280246712","19.20333919255063","-1.477791876066476","-5.5858862552559"
"HG02082","-35.747071251040325","24.980688275536522","5.099985625594854","1.3539903844939545"
"HG02084","-45.70258925424423","20.667939161648974","3.4027216171380132","1.5666177457896993"
"HG02085","-40.99694271432236","24.905840096995234","9.760285831987858","1.1053807807620615"
"HG02086","-33.0675132565666","21.480754577787593","3.963077633874491","-7.632112467428669"
"HG02087","-44.5054323845543","20.179569070925936","7.4350033341906965","-3.21984868531581"
"HG02088","-43.40271155210212","17.65851069567725","3.709012278704904","2.1257761436281726"
"HG02089","-46.73600450204685","22.547277740202844","8.063774833572097","4.649066374520771"
"HG02090","-41.777898910455406","23.308082967996597","0.4429189916700125","5.69869967456907"
"HG02095","-36.07067995215766","19.480559909017757","3.1161565764341503","-0.46008060523308814"
"HG02102","-48.38824688922614","22.191445445409045","7.900194737012498","3.1766042874660343"
"HG02104","-51.541035992559046","19.602539256447926","0.9676159211667255","0.4104271871037781"
"HG02105","-45.77902576699853","19.825725548435003","2.8016160193365067","8.98123803222552"
"HG02107","-34.91830429621041","24.191115389578044","3.737399062141776","-1.412322053918615"
"HG02108","-42.81000768742524","24.398181962780654","7.25927203358151","-1.6733183192554861"
"HG02111","-28.534008043352515","24.05651853326708","-5.088485066546127","-5.669710805872455"
"HG02113","-47.976253115106374","19.81343232211657","5.570849962998182","4.057104110135697"
"HG02116","-40.889500059885904","20.957973611773923","8.007357223308645","-5.268570131622255"
"HG02121","-37.92562552471645","19.541441807174124","5.0799301653169096","-5.593820352340117"
"HG02122","-43.374749304377474","26.69028561678715","3.347813948756084","-9.657547318027355"
"HG02127","-47.68295014114119","21.42211979581043","4.4019671701826155","-16.171322233625688"
"HG02128","-41.4283555324655","23.95005439920351","2.0784256758634","-10.892224021721631"
"HG02130","-36.12107945594471","18.52374565601349","2.3114642451982945","-3.9005938812624663"
"HG02131","-40.032785502960905","27.74546320317313","8.872686652466655","-4.24834523757454"
"HG02133","-44.96060074865818","24.072794556617737","1.3694205342326313","-6.853608157020062"
"HG02134","-34.77186648140196","21.738347814651206","4.316543734399602","1.0066307459492236"
"HG02136","-42.04238037287723","20.568080758443102","2.9504949760157615","-4.2093100264901295"
"HG02137","-42.68010631506331","26.19405778613873","11.271569898934104","-8.377425391343422"
"HG02138","-42.42302100348752","23.817552552791312","4.720848734723404","-12.934819346293807"
"HG02139","-47.50158736133017","25.18038234510459","0.7683744651731104","-6.089290720177814"
"HG02140","-38.03302611131221","24.309897386003286","9.297280908678658","-2.940556445159018"
"HG02141","-49.28422583907377","14.595315366052091","8.106309100054204","-3.236984552582726"
"HG02142","-52.2906626816839","20.65866305679083","2.5657704891636968","-5.20133013650775"
"HG02143","-31.552507263375446","21.351374749094248","2.4524404739495367","-4.208193568163551"
"HG02144","-48.84841965988744","25.292698294855654","8.549455200321972","-0.7862194611225277"
"HG02146","-48.6085137242917","20.275615598773584","1.6315946890972555","-5.337657058844343"
"HG02147","-42.65790536720306","21.446444939356297","4.8676775163039565","1.2792261604918167"
"HG02150","-50.46622119564563","21.677080142311752","8.486500892555341","8.681018284056336"
"HG02151","-36.3532331304159","21.180085177300498","6.1356203242903575","-10.067326874821447"
"HG02152","-33.47792515717447","18.77629288402386","0.7653753809863701","-0.047001119586639106"
"HG02153","-38.77012869948521","24.13152540847659","6.369340597768314","-7.16784135310445"
"HG02154","-34.15889402816538","17.107615292072296","2.690922963898629","-7.720483839628287"
"HG02155","-49.171811333158985","23.89081813651137","1.610661401413381","-4.855398750980385"
"HG02156","-43.364084736444056","20.48521356517449","2.8876376203261316","-0.522148599033244"
"HG02164","-33.62544986058492","23.005195558071136","-2.9917333112098277","5.651802406995557"
"HG02165","-42.740953114349395","24.659547011833638","-0.10534292284864932","2.6906744776060805"
"HG02166","-42.39534046687186","19.10723580699414","6.149501631502062","-3.8926679108990356"
"HG02178","-41.41254389216192","23.223328071879223","6.434877322637476","3.478358214139007"
"HG02179","-42.80854064016603","25.269440821139142","2.1833523642271757","0.3720697977114469"
"HG02180","-43.372456612065434","19.676407174905762","3.8733588391914964","-13.347561655100435"
"HG02181","-40.19351665361319","21.868790425593033","5.070259288651869","-3.122382657020353"
"HG02182","-42.26609657006338","20.36512881075032","1.3141219534445554","-6.895893815904856"
"HG02184","-39.02901795692742","21.485265457304195","7.660763122257777","-11.985406991560012"
"HG02185","-38.879478784278035","23.75106232520193","2.311455615097657","0.9113104242132977"
"HG02186","-48.549677939736284","22.889341305475682","-0.2134469347074628","-1.5925470466027036"
"HG02187","-43.89157687826082","21.614296792075038","9.100456177140586","-14.509953247616068"
"HG02188","-30.896915985038504","20.656430373201147","9.04511079727672","-15.458823059918359"
"HG02190","-41.062370714498684","27.705677471356466","5.137159460457042","-5.566829063347541"
"HG02215","-40.90440330514684","22.237754225730896","6.088512049871497","-3.2862983172526583"
"HG02219","-31.98310051090084","29.12699670670554","1.1214295267127454","-12.206410434679128"
"HG02220","-28.974076641141437","24.933582280529663","0.5532022090628743","-11.314019715064205"
"HG02221","-38.039321878692135","24.683203710243106","-5.617786817019805","-12.162172087118961"
"HG02223","-38.580681046471","25.611617089947686","4.832778391428292","2.4594534602947533"
"HG02224","-35.703566998941824","24.713605367811397","-0.6571291950531304","-0.7316368464380503"
"HG02230","-43.97481365315616","23.90152644691989","2.490444449009374","-1.475303060375154"
"HG02231","-37.24343105475418","21.856051647337154","-2.620032280101441","0.7145875780843198"
"HG02232","-35.505324623547494","25.653489308431745","0.7812562283361331","2.874007621780038"
"HG02233","-30.33716126019135","23.31007929216139","4.562576277879998","-7.278936986345798"
"HG02235","-39.914230324327946","17.1810683561489","2.939161272253841","0.5182007382391021"
"HG02236","-39.022207990288734","17.710106479935348","3.4346038387157023","-8.155285091954283"
"HG02238","-49.68521818402223","20.05753118172288","3.792698468430899","-7.841762717929669"
"HG02239","-39.16511881595943","24.714674905175343","6.695688118226826","-4.257314811111428"
"HG02250","-45.58834785385989","20.218237292487174","2.970720262033865","-11.517497008666396"
"HG02252","-47.408613631967455","20.183295314433053","10.68140705046244","8.186306024319492"
"HG02253","-40.67776260455139","23.643673646263778","4.404420422622934","-2.436666584108025"
"HG02255","-33.613432768615894","17.596989481826313","1.8564331439556554","-6.408244490274228"
"HG02256","-43.50305642094463","24.07325153145939","-1.8651791233569384","6.9107636384433135"
"HG02259","-40.802868794999085","24.46770770708099","11.185152823571116","-5.656258740695193"
"HG02260","-38.139582119649276","26.291753218509257","9.474034757586196","14.486413876176812"
"HG02262","-41.54002140369266","23.938214196939953","4.251716443803161","14.394774363492616"
"HG02265","-40.27668399759568","25.77928115008399","3.5244650355307385","-0.7309646715875715"
"HG02266","-52.27726095309481","20.54102023760788","0.4891539419768378","1.8620834295870736"
"HG02271","-46.32095021568239","23.73563387989998","6.726777446921915","3.4871715299086645"
"HG02272","-50.325148002943024","18.07082792557776","3.879163655685261","12.35573289473541"
"HG02274","-45.30930256820284","19.304879012401216","4.443760721711442","-2.182881741435267"
"HG02275","-45.54777768161148","21.432801549555734","2.658520700293593","7.654837510199286"
"HG02277","-45.628802279476076","21.367733212187886","6.301731841289438","1.6787863390054554"
"HG02278","-43.80154736246914","20.74134166748263","7.607813497190364","-9.328590453136712"
"HG02281","-34.387290864717215","22.238302490208298","-1.4849797124043107","-0.0654517620569095"
"HG02282","-30.70830652769655","22.94923203624785","-2.2192602487048134","-4.146374712465331"
"HG02283","-38.55346453236416","22.131904123350978","9.100273636169732","-3.669761747587472"
"HG02284","-34.95510934467893","22.940235257148743","3.0798284781631082","0.3237400018842891"
"HG02285","-41.42647325270809","23.62497399561107","0.8356088845757768","1.9330548268044367"
"HG02286","-43.723676972906105","18.764335153624415","3.6182144535705447","13.748252506600693"
"HG02291","-46.70597605826333","26.105575644643977","5.797283697873354","12.517805403913371"
"HG02292","-52.93830123823136","21.31518806051463","7.555647439672612","5.9682941739447415"
"HG02298","-36.84391258202959","20.47770327865146","3.8966438518837094","-5.185474199708551"
"HG02299","-44.451858405722305","25.494075833819807","10.13384180306457","-1.5712648255284876"
"HG02301","-43.71715651219711","17.676258305087686","4.244763569091447","-1.4920635470189154"
"HG02304","-44.088896268745884","15.094035955145955","9.580977433593944","4.365701634786092"
"HG02307","-36.41157125681639","23.223119467496872","-5.004295379389077","2.667678909841925"
"HG02308","-29.128506814013235","24.901413212530315","0.5367080508731306","-3.069937557214871"
"HG02309","-46.369002524530515","25.207934032194316","-1.2537308840546757","7.460017275763676"
"HG02312","-44.413712571025826","20.95823028869927","-1.0704197919694707","4.261627372354269"
"HG02314","-28.761389948311262","23.99230706691742","3.7409945054678246","-10.05953523865901"
"HG02315","-33.31279219407588","19.755868706386536","0.7751850167987868","0.45780358184129"
"HG02317","-45.09691649582237","22.963725101202726","4.067794907139614","-1.3289576504612342"
"HG02318","-34.165603813598864","23.09353208169341","10.774986428557895","3.6483200230868533"
"HG02322","-34.864570412784815","24.304983579786494","6.206886033993214","1.6379214794142172"
"HG02323","-44.0167821982177","25.37903118133545","-1.9665200472809374","1.0210117666283622"
"HG02325","-36.706773821963","20.071055255830288","-0.400746364495717","-5.731927870889194"
"HG02330","-33.512795282294974","24.201568961143494","-4.47230099060107","9.407221398549154"
"HG02332","-42.802807641914114","26.5160215604119","1.164970975369215","-12.225343383383006"
"HG02334","-37.73062690498773","24.594969153404236","3.9779355353675783","-10.46011236985214"
"HG02337","-37.741952972486615","22.861175111611374","-3.9405777431093156","-9.30354408256244"
"HG02339","-32.19795632304158","26.002170205116272","4.193504151888192","0.28121378389187157"
"HG02343","-36.42235386534594","22.314273238182068","0.45004258828703314","3.8148251892998815"
"HG02345","-42.14172235352453","19.69385944120586","3.5980243207886815","-3.5716744143282995"
"HG02348","-51.56672017369419","23.609688961179927","10.790512325125746","-1.4578727253247052"
"HG02351","-37.40932712284848","20.027775244088843","4.892054975614883","-9.519854033831507"
"HG02353","-39.75881094718352","22.75310180336237","11.546979767968878","-12.95636859885417"
"HG02355","-39.43372675171122","26.720677070319653","5.305601853411645","-0.25399615219794214"
"HG02356","-46.977123618125916","23.974463341757655","0.9281403196509928","3.1130351973697543"
"HG02360","-35.35175732476637","24.510431303759106","8.129227174445987","-5.402659764979035"
"HG02364","-48.72888569824863","25.343860720982775","3.9122214451199397","-14.00707828544546"
"HG02367","-38.91186609514989","18.289383100811392","2.885920252185315","-2.3228881306713447"
"HG02371","-43.375273486133665","20.49984827172011","10.374128087656572","-1.3895221035927534"
"HG02373","-44.374132933910005","23.26126531837508","-0.5398503950564191","-4.51593226660043"
"HG02374","-43.746905867010355","19.788180641829967","-2.988626428763382","-15.79649815254379"
"HG02375","-42.96256357524544","22.66668932372704","4.3877795692533255","-10.43436789442785"
"HG02379","-42.20663136779331","20.650780516676605","14.29176989919506","-7.97654885915108"
"HG02380","-43.947683073347434","21.119559866841882","5.525928849121556","1.0413004660513252"
"HG02382","-43.03412776323967","17.82795761397574","8.120379211613908","0.04722044733352959"
"HG02383","-38.506201883079484","17.271843696478754","6.630559096578509","-7.4511863075895235"
"HG02384","-50.53758659726009","21.295285589294508","9.972209493396804","-9.064440033747815"
"HG02385","-27.489006616175175","24.00106817483902","-0.42249992943834513","-9.002334192628041"
"HG02386","-46.64385520806536","25.30549702583812","9.751567093422636","-8.16129433712922"
"HG02389","-45.319330483092926","13.488420044304803","2.658519924036227","-10.235391965135932"
"HG02390","-41.526558587211184","22.362329920288175","-0.8222831251332536","-8.066792332334444"
"HG02391","-41.81241954979487","24.52530532889068","6.337412608554587","-5.025127258850262"
